;;;;;;;;;;;;;
SÉRIE HISTÓRICA DO IPCA;;;;;;;;;;;;;
;;;;;;;(continua);;;;;;
;;;;;    VARIAÇÃO;;;;;;;;
ANO;MÊS;NÚMERO ÍNDICE;(%);;;;;;;;;;
;;(DEZ 93 = 100);NO;3;6;NO;12;;;;;;
;;;MÊS;MESES;MESES;ANO;MESES;;;;;;
;;;;;;;;;;;;;
1994;JAN;141,31;41,31;162,13;533,33;41,31;2.693,84;;;;;;
;FEV;198,22;40,27;171,24;568,17;98,22;3.035,71;;;;;;
;MAR;282,96;42,75;182,96;602,93;182,96;3.417,39;;;;;;
;ABR;403,73;42,68;185,71;648,92;303,73;3.828,49;;;;;;
;MAI;581,49;44,03;193,36;695,71;481,49;4.331,19;;;;;;
;JUN;857,29;47,43;202,97;757,29;757,29;4.922,60;;;;;;
;JUL;915,93;6,84;126,87;548,17;815,93;4.005,08;;;;;;
;AGO;932,97;1,86;60,44;370,67;832,97;3.044,89;;;;;;
;SET;947,24;1,53;10,49;234,76;847,24;2.253,15;;;;;;
;OUT;972,06;2,62;6,13;140,77;872,06;1.703,17;;;;;;
;NOV;999,37;2,81;7,12;71,86;899,37;1.267,54;;;;;;
;DEZ;1016,46;1,71;7,31;18,57;916,46;916,46;;;;;;
;;;;;;;;;;;;;
1995;JAN;1033,74;1,70;6,35;12,86;1,70;631,54;;;;;;
;FEV;1044,28;1,02;4,49;11,93;2,74;426,83;;;;;;
;MAR;1060,47;1,55;4,33;11,95;4,33;274,78;;;;;;
;ABR;1086,24;2,43;5,08;11,75;6,87;169,05;;;;;;
;MAI;1115,24;2,67;6,80;11,59;9,72;91,79;;;;;;
;JUN;1140,44;2,26;7,54;12,20;12,20;33,03;;;;;;
;JUL;1167,35;2,36;7,47;12,92;14,84;27,45;;;;;;
;AGO;1178,91;0,99;5,71;12,89;15,98;26,36;;;;;;
;SET;1190,58;0,99;4,40;12,27;17,13;25,69;;;;;;
;OUT;1207,37;1,41;3,43;11,15;18,78;24,21;;;;;;
;NOV;1225,12;1,47;3,92;9,85;20,53;22,59;;;;;;
;DEZ;1244,23;1,56;4,51;9,10;22,41;22,41;;;;;;
;;;;;;;;;;;;;
1996;JAN;1260,90;1,34;4,43;8,01;1,34;21,97;;;;;;
;FEV;1273,89;1,03;3,98;8,06;2,38;21,99;;;;;;
;MAR;1278,35;0,35;2,74;7,37;2,74;20,55;;;;;;
;ABR;1294,46;1,26;2,66;7,21;4,04;19,17;;;;;;
;MAI;1310,25;1,22;2,85;6,95;5,31;17,49;;;;;;
;JUN;1325,84;1,19;3,71;6,56;6,56;16,26;;;;;;
;JUL;1340,56;1,11;3,56;6,32;7,74;14,84;;;;;;
;AGO;1346,46;0,44;2,76;5,70;8,22;14,21;;;;;;
;SET;1348,48;0,15;1,71;5,49;8,38;13,26;;;;;;
;OUT;1352,53;0,30;0,89;4,49;8,70;12,02;;;;;;
;NOV;1356,86;0,32;0,77;3,56;9,05;10,75;;;;;;
;DEZ;1363,24;0,47;1,09;2,82;9,56;9,56;;;;;;
;;;;;;;;;;;;;
1997;JAN;1379,33;1,18;1,98;2,89;1,18;9,39;;;;;;
;FEV;1386,23;0,50;2,16;2,95;1,69;8,82;;;;;;
;MAR;1393,30;0,51;2,21;3,32;2,21;8,99;;;;;;
;ABR;1405,56;0,88;1,90;3,92;3,10;8,58;;;;;;
;MAI;1411,32;0,41;1,81;4,01;3,53;7,71;;;;;;
;JUN;1418,94;0,54;1,84;4,09;4,09;7,02;;;;;;
;JUL;1422,06;0,22;1,17;3,10;4,31;6,08;;;;;;
;AGO;1421,78;-0,02;0,74;2,56;4,29;5,59;;;;;;
;SET;1422,63;0,06;0,26;2,11;4,36;5,50;;;;;;
;OUT;1425,90;0,23;0,27;1,45;4,60;5,42;;;;;;
;NOV;1428,32;0,17;0,46;1,20;4,77;5,27;;;;;;
;DEZ;1434,46;0,43;0,83;1,09;5,22;5,22;;;;;;
;;;;;;;;;;;;;
1998;JAN;1444,64;0,71;1,31;1,59;0,71;4,73;;;;;;
;FEV;1451,29;0,46;1,61;2,08;1,17;4,69;;;;;;
;MAR;1456,22;0,34;1,52;2,36;1,52;4,52;;;;;;
;ABR;1459,71;0,24;1,04;2,37;1,76;3,85;;;;;;
;MAI;1467,01;0,50;1,08;2,71;2,27;3,95;;;;;;
;JUN;1467,30;0,02;0,76;2,29;2,29;3,41;;;;;;
;JUL;1465,54;-0,12;0,40;1,45;2,17;3,06;;;;;;
;AGO;1458,07;-0,51;-0,61;0,47;1,65;2,55;;;;;;
;SET;1454,86;-0,22;-0,85;-0,09;1,42;2,27;;;;;;
;OUT;1455,15;0,02;-0,71;-0,31;1,44;2,05;;;;;;
;NOV;1453,40;-0,12;-0,32;-0,93;1,32;1,76;;;;;;
;DEZ;1458,20;0,33;0,23;-0,62;1,65;1,65;;;;;;
;;;;;;;;;;;;;
 ;;;;;;;;;;;;;
SÉRIE HISTÓRICA DO IPCA;;;;;;;;;;;;;
;;;;;;;(continuação);;;;;;
;;;;;    VARIAÇÃO;;;;;;;;
ANO;MÊS;NÚMERO ÍNDICE;(%);;;;;;;;;;
;;(DEZ 93 = 100);NO;3;6;NO;12;;;;;;
;;;MÊS;MESES;MESES;ANO;MESES;;;;;;
;;;;;;;;;;;;;
1999;JAN;1468,41;0,70;0,91;0,20;0,70;1,65;;;;;;
;FEV;1483,83;1,05;2,09;1,77;1,76;2,24;;;;;;
;MAR;1500,15;1,10;2,88;3,11;2,88;3,02;;;;;;
;ABR;1508,55;0,56;2,73;3,67;3,45;3,35;;;;;;
;MAI;1513,08;0,30;1,97;4,11;3,76;3,14;;;;;;
;JUN;1515,95;0,19;1,05;3,96;3,96;3,32;;;;;;
;JUL;1532,47;1,09;1,59;4,36;5,09;4,57;;;;;;
;AGO;1541,05;0,56;1,85;3,86;5,68;5,69;;;;;;
;SET;1545,83;0,31;1,97;3,05;6,01;6,25;;;;;;
;OUT;1564,23;1,19;2,07;3,69;7,27;7,50;;;;;;
;NOV;1579,09;0,95;2,47;4,36;8,29;8,65;;;;;;
;DEZ;1588,56;0,60;2,76;4,79;8,94;8,94;;;;;;
;;;;;;;;;;;;;
2000;JAN;1598,41;0,62;2,19;4,30;0,62;8,85;;;;;;
;FEV;1600,49;0,13;1,36;3,86;0,75;7,86;;;;;;
;MAR;1604,01;0,22;0,97;3,76;0,97;6,92;;;;;;
;ABR;1610,75;0,42;0,77;2,97;1,40;6,77;;;;;;
;MAI;1610,91;0,01;0,65;2,02;1,41;6,47;;;;;;
;JUN;1614,62;0,23;0,66;1,64;1,64;6,51;;;;;;
;JUL;1640,62;1,61;1,85;2,64;3,28;7,06;;;;;;
;AGO;1662,11;1,31;3,18;3,85;4,63;7,86;;;;;;
;SET;1665,93;0,23;3,18;3,86;4,87;7,77;;;;;;
;OUT;1668,26;0,14;1,68;3,57;5,02;6,65;;;;;;
;NOV;1673,60;0,32;0,69;3,89;5,35;5,99;;;;;;
;DEZ;1683,47;0,59;1,05;4,26;5,97;5,97;;;;;;
;;;;;;;;;;;;;
2001;JAN;1693,07;0,57;1,49;3,20;0,57;5,92;;;;;;
;FEV;1700,86;0,46;1,63;2,33;1,03;6,27;;;;;;
;MAR;1707,32;0,38;1,42;2,48;1,42;6,44;;;;;;
;ABR;1717,22;0,58;1,43;2,93;2,00;6,61;;;;;;
;MAI;1724,26;0,41;1,38;3,03;2,42;7,04;;;;;;
;JUN;1733,23;0,52;1,52;2,96;2,96;7,35;;;;;;
;JUL;1756,28;1,33;2,27;3,73;4,32;7,05;;;;;;
;AGO;1768,57;0,70;2,57;3,98;5,06;6,41;;;;;;
;SET;1773,52;0,28;2,32;3,88;5,35;6,46;;;;;;
;OUT;1788,24;0,83;1,82;4,14;6,22;7,19;;;;;;
;NOV;1800,94;0,71;1,83;4,45;6,98;7,61;;;;;;
;DEZ;1812,65;0,65;2,21;4,58;7,67;7,67;;;;;;
;;;;;;;;;;;;;
2002;JAN;1822,08;0,52;1,89;3,75;0,52;7,62;;;;;;
;FEV;1828,64;0,36;1,54;3,40;0,88;7,51;;;;;;
;MAR;1839,61;0,60;1,49;3,73;1,49;7,75;;;;;;
;ABR;1854,33;0,80;1,77;3,70;2,30;7,98;;;;;;
;MAI;1858,22;0,21;1,62;3,18;2,51;7,77;;;;;;
;JUN;1866,02;0,42;1,44;2,94;2,94;7,66;;;;;;
;JUL;1888,23;1,19;1,83;3,63;4,17;7,51;;;;;;
;AGO;1900,50;0,65;2,28;3,93;4,85;7,46;;;;;;
;SET;1914,18;0,72;2,58;4,05;5,60;7,93;;;;;;
;OUT;1939,26;1,31;2,70;4,58;6,98;8,45;;;;;;
;NOV;1997,83;3,02;5,12;7,51;10,22;10,93;;;;;;
;DEZ;2039,78;2,10;6,56;9,31;12,53;12,53;;;;;;
;;;;;;;;;;;;;
2003;JAN;2085,68;2,25;7,55;10,46;2,25;14,47;;;;;;
;FEV;2118,43;1,57;6,04;11,47;3,86;15,85;;;;;;
;MAR;2144,49;1,23;5,13;12,03;5,13;16,57;;;;;;
;ABR;2165,29;0,97;3,82;11,66;6,15;16,77;;;;;;
;MAI;2178,50;0,61;2,84;9,04;6,80;17,24;;;;;;
;JUN;2175,23;-0,15;1,43;6,64;6,64;16,57;;;;;;
;JUL;2179,58;0,20;0,66;4,50;6,85;15,43;;;;;;
;AGO;2186,99;0,34;0,39;3,24;7,22;15,07;;;;;;
;SET;2204,05;0,78;1,32;2,78;8,05;15,14;;;;;;
;OUT;2210,44;0,29;1,42;2,09;8,37;13,98;;;;;;
;NOV;2217,96;0,34;1,42;1,81;8,74;11,02;;;;;;
;DEZ;2229,49;0,52;1,15;2,49;9,30;9,30;;;;;;
;;;;;;;;;;;;;
 ;;;;;;;;;;;;;
SÉRIE HISTÓRICA DO IPCA;;;;;;;;;;;;;
;;;;;;;(continuação);;;;;;
;;;;;    VARIAÇÃO;;;;;;;;
ANO;MÊS;NÚMERO ÍNDICE;(%);;;;;;;;;;
;;(DEZ 93 = 100);NO;3;6;NO;12;;;;;;
;;;MÊS;MESES;MESES;ANO;MESES;;;;;;
;;;;;;;;;;;;;
2004;JAN;2246,43;0,76;1,63;3,07;0,76;7,71;;;;;;
;FEV;2260,13;0,61;1,90;3,34;1,37;6,69;;;;;;
;MAR;2270,75;0,47;1,85;3,03;1,85;5,89;;;;;;
;ABR;2279,15;0,37;1,46;3,11;2,23;5,26;;;;;;
;MAI;2290,77;0,51;1,36;3,28;2,75;5,15;;;;;;
;JUN;2307,03;0,71;1,60;3,48;3,48;6,06;;;;;;
;JUL;2328,02;0,91;2,14;3,63;4,42;6,81;;;;;;
;AGO;2344,08;0,69;2,33;3,71;5,14;7,18;;;;;;
;SET;2351,82;0,33;1,94;3,57;5,49;6,70;;;;;;
;OUT;2362,17;0,44;1,47;3,64;5,95;6,86;;;;;;
;NOV;2378,47;0,69;1,47;3,83;6,68;7,24;;;;;;
;DEZ;2398,92;0,86;2,00;3,98;7,60;7,60;;;;;;
;;;;;;;;;;;;;
2005;JAN;2412,83;0,58;2,14;3,64;0,58;7,41;;;;;;
;FEV;2427,07;0,59;2,04;3,54;1,17;7,39;;;;;;
;MAR;2441,87;0,61;1,79;3,83;1,79;7,54;;;;;;
;ABR;2463,11;0,87;2,08;4,27;2,68;8,07;;;;;;
;MAI;2475,18;0,49;1,98;4,07;3,18;8,05;;;;;;
;JUN;2474,68;-0,02;1,34;3,16;3,16;7,27;;;;;;
;JUL;2480,87;0,25;0,72;2,82;3,42;6,57;;;;;;
;AGO;2485,09;0,17;0,40;2,39;3,59;6,02;;;;;;
;SET;2493,79;0,35;0,77;2,13;3,95;6,04;;;;;;
;OUT;2512,49;0,75;1,27;2,00;4,73;6,36;;;;;;
;NOV;2526,31;0,55;1,66;2,07;5,31;6,22;;;;;;
;DEZ;2535,40;0,36;1,67;2,45;5,69;5,69;;;;;;
;;;;;;;;;;;;;
2006;JAN;2550,36;0,59;1,51;2,80;0,59;5,70;;;;;;
;FEV;2560,82;0,41;1,37;3,05;1,00;5,51;;;;;;
;MAR;2571,83;0,43;1,44;3,13;1,44;5,32;;;;;;
;ABR;2577,23;0,21;1,05;2,58;1,65;4,63;;;;;;
;MAI;2579,81;0,10;0,74;2,12;1,75;4,23;;;;;;
;JUN;2574,39;-0,21;0,10;1,54;1,54;4,03;;;;;;
;JUL;2579,28;0,19;0,08;1,13;1,73;3,97;;;;;;
;AGO;2580,57;0,05;0,03;0,77;1,78;3,84;;;;;;
;SET;2585,99;0,21;0,45;0,55;2,00;3,70;;;;;;
;OUT;2594,52;0,33;0,59;0,67;2,33;3,26;;;;;;
;NOV;2602,56;0,31;0,85;0,88;2,65;3,02;;;;;;
;DEZ;2615,05;0,48;1,12;1,58;3,14;3,14;;;;;;
;;;;;;;;;;;;;
2007;JAN;2626,56;0,44;1,23;1,83;0,44;2,99;;;;;;
;FEV;2638,12;0,44;1,37;2,23;0,88;3,02;;;;;;
;MAR;2647,88;0,37;1,26;2,39;1,26;2,96;;;;;;
;ABR;2654,50;0,25;1,06;2,31;1,51;3,00;;;;;;
;MAI;2661,93;0,28;0,90;2,28;1,79;3,18;;;;;;
;JUN;2669,38;0,28;0,81;2,08;2,08;3,69;;;;;;
;JUL;2675,79;0,24;0,80;1,87;2,32;3,74;;;;;;
;AGO;2688,37;0,47;0,99;1,90;2,80;4,18;;;;;;
;SET;2693,21;0,18;0,89;1,71;2,99;4,15;;;;;;
;OUT;2701,29;0,30;0,95;1,76;3,30;4,12;;;;;;
;NOV;2711,55;0,38;0,86;1,86;3,69;4,19;;;;;;
;DEZ;2731,62;0,74;1,43;2,33;4,46;4,46;;;;;;
;;;;;;;;;;;;;
2008;JAN;2746,37;0,54;1,67;2,64;0,54;4,56;;;;;;
;FEV;2759,83;0,49;1,78;2,66;1,03;4,61;;;;;;
;MAR;2773,08;0,48;1,52;2,97;1,52;4,73;;;;;;
;ABR;2788,33;0,55;1,53;3,22;2,08;5,04;;;;;;
;MAI;2810,36;0,79;1,83;3,64;2,88;5,58;;;;;;
;JUN;2831,16;0,74;2,09;3,64;3,64;6,06;;;;;;
;JUL;2846,16;0,53;2,07;3,63;4,19;6,37;;;;;;
;AGO;2854,13;0,28;1,56;3,42;4,48;6,17;;;;;;
;SET;2861,55;0,26;1,07;3,19;4,76;6,25;;;;;;
;OUT;2874,43;0,45;0,99;3,09;5,23;6,41;;;;;;
;NOV;2884,78;0,36;1,07;2,65;5,61;6,39;;;;;;
;DEZ;2892,86;0,28;1,09;2,18;5,90;5,90;;;;;;
;;;;;;;;;;;;;
 ;;;;;;;;;;;;;
SÉRIE HISTÓRICA DO IPCA;;;;;;;;;;;;;
;;;;;;;(continuação);;;;;;
;;;;;    VARIAÇÃO;;;;;;;;
ANO;MÊS;NÚMERO ÍNDICE;(%);;;;;;;;;;
;;(DEZ 93 = 100);NO;3;6;NO;12;;;;;;
;;;MÊS;MESES;MESES;ANO;MESES;;;;;;
;;;;;;;;;;;;;
2009;JAN;2906,74;0,48;1,12;2,13;0,48;5,84;;;;;;
;FEV;2922,73;0,55;1,32;2,40;1,03;5,90;;;;;;
;MAR;2928,57;0,20;1,23;2,34;1,23;5,61;;;;;;
;ABR;2942,63;0,48;1,23;2,37;1,72;5,53;;;;;;
;MAI;2956,46;0,47;1,15;2,48;2,20;5,20;;;;;;
;JUN;2967,10;0,36;1,32;2,57;2,57;4,80;;;;;;
;JUL;2974,22;0,24;1,07;2,32;2,81;4,50;;;;;;
;AGO;2978,68;0,15;0,75;1,91;2,97;4,36;;;;;;
;SET;2985,83;0,24;0,63;1,96;3,21;4,34;;;;;;
;OUT;2994,19;0,28;0,67;1,75;3,50;4,17;;;;;;
;NOV;3006,47;0,41;0,93;1,69;3,93;4,22;;;;;;
;DEZ;3017,59;0,37;1,06;1,70;4,31;4,31;;;;;;
;;;;;;;;;;;;;
2010;JAN;3040,22;0,75;1,54;2,22;0,75;4,59;;;;;;
;FEV;3063,93;0,78;1,91;2,86;1,54;4,83;;;;;;
;MAR;3079,86;0,52;2,06;3,15;2,06;5,17;;;;;;
;ABR;3097,42;0,57;1,88;3,45;2,65;5,26;;;;;;
;MAI;3110,74;0,43;1,53;3,47;3,09;5,22;;;;;;
;JUN;3110,74;0,00;1,00;3,09;3,09;4,84;;;;;;
;JUL;3111,05;0,01;0,44;2,33;3,10;4,60;;;;;;
;AGO;3112,29;0,04;0,05;1,58;3,14;4,49;;;;;;
;SET;3126,29;0,45;0,50;1,51;3,60;4,70;;;;;;
;OUT;3149,74;0,75;1,24;1,69;4,38;5,20;;;;;;
;NOV;3175,88;0,83;2,04;2,09;5,25;5,63;;;;;;
;DEZ;3195,89;0,63;2,23;2,74;5,91;5,91;;;;;;
;;;;;;;;;;;;;
2011;JAN;3222,42;0,83;2,31;3,58;0,83;5,99;;;;;;
;FEV;3248,20;0,80;2,28;4,37;1,64;6,01;;;;;;
;MAR;3273,86;0,79;2,44;4,72;2,44;6,30;;;;;;
;ABR;3299,07;0,77;2,38;4,74;3,23;6,51;;;;;;
;MAI;3314,58;0,47;2,04;4,37;3,71;6,55;;;;;;
;JUN;3319,55;0,15;1,40;3,87;3,87;6,71;;;;;;
;JUL;3324,86;0,16;0,78;3,18;4,04;6,87;;;;;;
;AGO;3337,16;0,37;0,68;2,74;4,42;7,23;;;;;;
;SET;3354,85;0,53;1,06;2,47;4,97;7,31;;;;;;
;OUT;3369,28;0,43;1,34;2,13;5,43;6,97;;;;;;
;NOV;3386,80;0,52;1,49;2,18;5,97;6,64;;;;;;
;DEZ;3403,73;0,50;1,46;2,54;6,50;6,50;;;;;;
;;;;;;;;;;;;;
2012;JAN;3422,79;0,56;1,59;2,95;0,56;6,22;;;;;;
;FEV;3438,19;0,45;1,52;3,03;1,01;5,85;;;;;;
;MAR;3445,41;0,21;1,22;2,70;1,22;5,24;;;;;;
;ABR;3467,46;0,64;1,31;2,91;1,87;5,10;;;;;;
;MAI;3479,94;0,36;1,21;2,75;2,24;4,99;;;;;;
;JUN;3482,72;0,08;1,08;2,32;2,32;4,92;;;;;;
;JUL;3497,70;0,43;0,87;2,19;2,76;5,20;;;;;;
;AGO;3512,04;0,41;0,92;2,15;3,18;5,24;;;;;;
;SET;3532,06;0,57;1,42;2,51;3,77;5,28;;;;;;
;OUT;3552,90;0,59;1,58;2,46;4,38;5,45;;;;;;
;NOV;3574,22;0,60;1,77;2,71;5,01;5,53;;;;;;
;DEZ;3602,46;0,79;1,99;3,44;5,84;5,84;;;;;;
;;;;;;;;;;;;;
2013;JAN;3633,44;0,86;2,27;3,88;0,86;6,15;;;;;;
;FEV;3655,24;0,60;2,27;4,08;1,47;6,31;;;;;;
;MAR;3672,42;0,47;1,94;3,97;1,94;6,59;;;;;;
;ABR;3692,62;0,55;1,63;3,93;2,50;6,49;;;;;;
;MAI;3706,28;0,37;1,40;3,69;2,88;6,50;;;;;;
;JUN;3715,92;0,26;1,18;3,15;3,15;6,70;;;;;;
;JUL;3717,03;0,03;0,66;2,30;3,18;6,27;;;;;;
;AGO;3725,95;0,24;0,53;1,93;3,43;6,09;;;;;;
;SET;3738,99;0,35;0,62;1,81;3,79;5,86;;;;;;
;OUT;3760,30;0,57;1,16;1,83;4,38;5,84;;;;;;
;NOV;3780,61;0,54;1,47;2,01;4,95;5,77;;;;;;
;DEZ;3815,39;0,92;2,04;2,68;5,91;5,91;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
SÉRIE HISTÓRICA DO IPCA;;;;;;;;;;;;;
;;;;;;;(continuação);;;;;;
;;;;;    VARIAÇÃO;;;;;;;;
ANO;MÊS;NÚMERO ÍNDICE;(%);;;;;;;;;;
;;(DEZ 93 = 100);NO;3;6;NO;12;;;;;;
;;;MÊS;MESES;MESES;ANO;MESES;;;;;;
;;;;;;;;;;;;;
2014;JAN;3836,37;0,55;2,02;3,21;0,55;5,59;;;;;;
;FEV;3862,84;0,69;2,18;3,67;1,24;5,68;;;;;;
;MAR;3898,38;0,92;2,18;4,26;2,18;6,15;;;;;;
;ABR;3924,50;0,67;2,30;4,37;2,86;6,28;;;;;;
;MAI;3942,55;0,46;2,06;4,28;3,33;6,37;;;;;;
;JUN;3958,32;0,40;1,54;3,75;3,75;6,52;;;;;;
;JUL;3958,72;0,01;0,87;3,19;3,76;6,50;;;;;;
;AGO;3968,62;0,25;0,66;2,74;4,02;6,51;;;;;;
;SET;3991,24;0,57;0,83;2,38;4,61;6,75;;;;;;
;OUT;4008,00;0,42;1,24;2,13;5,05;6,59;;;;;;
;NOV;4028,44;0,51;1,51;2,18;5,58;6,56;;;;;;
;DEZ;4059,86;0,78;1,72;2,57;6,41;6,41;;;;;;
;;;;;;;;;;;;;
2015;JAN;4110,20;1,24;2,55;3,83;1,24;7,14;;;;;;
;FEV;4160,34;1,22;3,27;4,83;2,48;7,70;;;;;;
;MAR;4215,26;1,32;3,83;5,61;3,83;8,13;;;;;;
;ABR;4245,19;0,71;3,28;5,92;4,56;8,17;;;;;;
;MAI;4276,60;0,74;2,79;6,16;5,34;8,47;;;;;;
;JUN;4310,39;0,79;2,26;6,17;6,17;8,89;;;;;;
;JUL;4337,11;0,62;2,17;5,52;6,83;9,56;;;;;;
;AGO;4346,65;0,22;1,64;4,48;7,06;9,53;;;;;;
;SET;4370,12;0,54;1,39;3,67;7,64;9,49;;;;;;
;OUT;4405,95;0,82;1,59;3,79;8,52;9,93;;;;;;
;NOV;4450,45;1,01;2,39;4,07;9,62;10,48;;;;;;
;DEZ;4493,17;0,96;2,82;4,24;10,67;10,67;;;;;;
;;;;;;;;;;;;;
2016;JAN;4550,23;1,27;3,27;4,91;1,27;10,71;;;;;;
;FEV;4591,18;0,90;3,16;5,63;2,18;10,36;;;;;;
;MAR;4610,92;0,43;2,62;5,51;2,62;9,39;;;;;;
;ABR;4639,05;0,61;1,95;5,29;3,25;9,28;;;;;;
;MAI;4675,23;0,78;1,83;5,05;4,05;9,32;;;;;;
;JUN;4691,59;0,35;1,75;4,42;4,42;8,84;;;;;;
;JUL;4715,99;0,52;1,66;3,64;4,96;8,74;;;;;;
;AGO;4736,74;0,44;1,32;3,17;5,42;8,97;;;;;;
;SET;4740,53;0,08;1,04;2,81;5,51;8,48;;;;;;
;OUT;4752,86;0,26;0,78;2,45;5,78;7,87;;;;;;
;NOV;4761,42;0,18;0,52;1,84;5,97;6,99;;;;;;
;DEZ;4775,70;0,30;0,74;1,79;6,29;6,29;;;;;;
;;;;;;;;;;;;;
2017;JAN;4793,85;0,38;0,86;1,65;0,38;5,35;;;;;;
;FEV;4809,67;0,33;1,01;1,54;0,71;4,76;;;;;;
;MAR;4821,69;0,25;0,96;1,71;0,96;4,57;;;;;;
;ABR;4828,44;0,14;0,72;1,59;1,10;4,08;;;;;;
;MAI;4843,41;0,31;0,70;1,72;1,42;3,60;;;;;;
;JUN;4832,27;-0,23;0,22;1,18;1,18;3,00;;;;;;
;JUL;4843,87;0,24;0,32;1,04;1,43;2,71;;;;;;
;AGO;4853,07;0,19;0,20;0,90;1,62;2,46;;;;;;
;SET;4860,83;0,16;0,59;0,81;1,78;2,54;;;;;;
;OUT;4881,25;0,42;0,77;1,09;2,21;2,70;;;;;;
;NOV;4894,92;0,28;0,86;1,06;2,50;2,80;;;;;;
;DEZ;4916,46;0,44;1,14;1,74;2,95;2,95;;;;;;
;;;;;;;;;;;;;
2018;JAN;4930,72;0,29;1,01;1,79;0,29;2,86;;;;;;
;FEV;4946,50;0,32;1,05;1,93;0,61;2,84;;;;;;
;MAR;4950,95;0,09;0,70;1,85;0,70;2,68;;;;;;
;ABR;4961,84;0,22;0,63;1,65;0,92;2,76;;;;;;
;MAI;4981,69;0,40;0,71;1,77;1,33;2,86;;;;;;
;JUN;5044,46;1,26;1,89;2,60;2,60;4,39;;;;;;
;JUL;5061,11;0,33;2,00;2,64;2,94;4,48;;;;;;
;AGO;5056,56;-0,09;1,50;2,23;2,85;4,19;;;;;;
;SET;5080,83;0,48;0,72;2,62;3,34;4,53;;;;;;
;OUT;5103,69;0,45;0,84;2,86;3,81;4,56;;;;;;
;NOV;5092,97;-0,21;0,72;2,23;3,59;4,05;;;;;;
;DEZ;5100,61;0,15;0,39;1,11;3,75;3,75;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
SÉRIE HISTÓRICA DO IPCA;;;;;;;;;;;;;
;;;;;;;(conclusão);;;;;;
;;;;;    VARIAÇÃO;;;;;;;;
ANO;MÊS;NÚMERO ÍNDICE;(%);;;;;;;;;;
;;(DEZ 93 = 100);NO;3;6;NO;12;;;;;;
;;;MÊS;MESES;MESES;ANO;MESES;;;;;;
;;;;;;;;;;;;;
2019;JAN;5116,93;0,32;0,26;1,10;0,32;3,78;;;;;;
;FEV;5138,93;0,43;0,90;1,63;0,75;3,89;;;;;;
;MAR;5177,47;0,75;1,51;1,90;1,51;4,58;;;;;;
;ABR;5206,98;0,57;1,76;2,02;2,09;4,94;;;;;;
;MAI;5213,75;0,13;1,46;2,37;2,22;4,66;;;;;;
;JUN;5214,27;0,01;0,71;2,23;2,23;3,37;;;;;;
;JUL;5224,18;0,19;0,33;2,10;2,42;3,22;;;;;;
;AGO;5229,93;0,11;0,31;1,77;2,54;3,43;;;;;;
;SET;5227,84;-0,04;0,26;0,97;2,49;2,89;;;;;;
;OUT;5233,07;0,10;0,17;0,50;2,60;2,54;;;;;;
;NOV;5259,76;0,51;0,57;0,88;3,12;3,27;;;;;;
;DEZ;5320,25;1,15;1,77;2,03;4,31;4,31;;;;;;
;;;;;;;;;;;;;
2020;JAN;5331,42;0,21;1,88;2,05;0,21;4,19;;;;;;
;FEV;5344,75;0,25;1,62;2,20;0,46;4,01;;;;;;
;MAR;5348,49;0,07;0,53;2,31;0,53;3,30;;;;;;
;ABR;5331,91;-0,31;0,01;1,89;0,22;2,40;;;;;;
;MAI;5311,65;-0,38;-0,62;0,99;-0,16;1,88;;;;;;
;JUN;5325,46;0,26;-0,43;0,10;0,10;2,13;;;;;;
;JUL;5344,63;0,36;0,24;0,25;0,46;2,31;;;;;;
;AGO;5357,46;0,24;0,86;0,24;0,70;2,44;;;;;;
;SET;5391,75;0,64;1,24;0,81;1,34;3,14;;;;;;
;OUT;5438,12;0,86;1,75;1,99;2,22;3,92;;;;;;
;NOV;5486,52;0,89;2,41;3,29;3,13;4,31;;;;;;
;DEZ;5560,59;1,35;3,13;4,42;4,52;4,52;;;;;;
;;;;;;;;;;;;;
2021;JAN;5574,49;0,25;2,51;4,30;0,25;4,56;;;;;;
;FEV;5622,43;0,86;2,48;4,95;1,11;5,20;;;;;;
;MAR;5674,72;0,93;2,05;5,25;2,05;6,10;;;;;;
;ABR;5692,31;0,31;2,11;4,67;2,37;6,76;;;;;;
;MAI;5739,56;0,83;2,08;4,61;3,22;8,06;;;;;;
;JUN;5769,98;0,53;1,68;3,77;3,77;8,35;;;;;;
;JUL;5825,37;0,96;2,34;4,50;4,76;8,99;;;;;;
;AGO;5876,05;0,87;2,38;4,51;5,67;9,68;;;;;;
;SET;5944,21;1,16;3,02;4,75;6,90;10,25;;;;;;
;;;;;;;;;;;;;
Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Índices de Preços, ;;;;;;;;;;;;;
Sistema Nacional de Índices de Preços ao Consumidor.;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;; ;;;;;;;;
